RXN	1_upper_euphotic	6_upper_euphotic	2_chlorophyllmax	3_below_euphotic	5_uppermesopelagic	7_omz	4_deepabyss
RXN0-6274	0.477121255	0.602059991	0	0.301029996	0.301029996	0.301029996	0
ALTRO-OXIDOREDUCT-RXN	0	0.301029996	0	0	0	0	0
UROGENIIISYN-RXN	0	0	0	0.301029996	0.301029996	0	0
ARGDECARBOX-RXN	0	0.301029996	0.301029996	0	0.301029996	0	0
FUMHYDR-RXN	0.903089987	0.698970004	0.77815125	0.301029996	0.77815125	0.301029996	0.954242509
URKI-RXN	0	0.301029996	0.301029996	0	0	0.301029996	0
PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN	0.77815125	0.477121255	0	0.301029996	0.84509804	0.698970004	0.602059991
MALIC-NADP-RXN	0.77815125	0.301029996	0.84509804	0.698970004	0.301029996	0.84509804	0.602059991
N-CARBAMOYLPUTRESCINE-AMIDASE-RXN	0	0.301029996	0	0	0	0	0
1.7.2.2-RXN	0.477121255	0	0.301029996	0.301029996	0	0	0
RXN-10	0.602059991	0.301029996	0	0.477121255	0.477121255	0.602059991	0.477121255
MALATE-DEHYDROGENASE-ACCEPTOR-RXN	0.77815125	0.477121255	0.77815125	0.698970004	0.301029996	0.84509804	0.602059991
CHD-RXN	0.301029996	0.477121255	0.477121255	0.301029996	0	0	0.301029996
4-CARBOXYMUCONOLACTONE-DECARBOXYLASE-RXN	0.477121255	0.301029996	0.301029996	0.301029996	0.301029996	0.301029996	0.301029996
RXN1G-157	0.301029996	0	0	0	0	0	0
RXN-7835	0.301029996	0.698970004	0.301029996	0.301029996	0	0	0
DIHYDROOROT-RXN	0.698970004	0.698970004	0.477121255	0.477121255	0.698970004	0.84509804	0.903089987
UROCANATE-HYDRATASE-RXN	0.477121255	0	0.301029996	0	0.602059991	0.477121255	0.301029996
GPPSYN-RXN	0.301029996	0	0	0	0.698970004	0.301029996	0.301029996
TSA-REDUCT-RXN	0	0.477121255	0.477121255	0.698970004	0.477121255	0	0.698970004
RXN0-4022	0	0.301029996	0	0	0.477121255	0.477121255	0
RXN-9528	0.301029996	0	0	0	0	0	0
RXN-3963	0	0	0	0	0	0.477121255	0
DMBPPRIBOSYLTRANS-RXN	0	0.602059991	0	0	0	0.301029996	0
RXN0-2142	0.301029996	0	0	0	0	0	0
RXN-12466	0	0	0	0	0.301029996	0	0
RXN-12104	0.301029996	0	0	0	0	0.477121255	0
ENOYL-COA-DELTA-ISOM-RXN	0	0.301029996	0.301029996	0	0	0	0
AIRS-RXN	0.301029996	0.477121255	0.477121255	0.698970004	0.477121255	0.477121255	0.602059991
5.1.1.18-RXN	0	0.301029996	0	0	0	0	0
CYTOCHROME-C-OXIDASE-RXN	1.041392685	0.84509804	0.698970004	0.698970004	1.146128036	1.176091259	1.204119983
GERANOYL-COA-CARBOXYLASE-RXN	0	0.301029996	0.301029996	0	0	0	0
UREA-CARBOXYLASE-RXN	0.301029996	0.477121255	0	0	0.301029996	0	0
ARGININE-DEIMINASE-RXN	0	0	0	0	0	0	0.301029996
DHHB-METHYLTRANSFER-RXN	0.477121255	0.301029996	0.301029996	0.301029996	0.301029996	0.301029996	0.301029996
L-LYSINE-AMINOTRANSFERASE-RXN	0	0	0.602059991	0	0	0.301029996	0
PROPIONYL-COA-CARBOXY-RXN	0.602059991	0.602059991	0.301029996	0.698970004	0.477121255	0.84509804	0.77815125
THIOESTER-RXN	0.301029996	0.477121255	0.301029996	0	0.301029996	0.301029996	0.477121255
SAMDECARB-RXN	0	0	0	0.301029996	0.301029996	0	0.602059991
2.3.1.168-RXN	0	0	0	0.602059991	0.301029996	0.301029996	0.602059991
ALANINE-AMINOTRANSFERASE-RXN	0.301029996	0.301029996	0.477121255	0	0.301029996	0	0
R145-RXN	0	0	0	0	0	0	0.301029996
ACETYL-COA-CARBOXYLTRANSFER-RXN	0.954242509	1.041392685	0.477121255	0.903089987	1	1.176091259	1
RXN1G-358	0.301029996	0	0	0	0	0	0
GTP-CYCLOHYDRO-II-RXN	0.477121255	0.698970004	0.301029996	0	0.602059991	0.477121255	0
CPM-KDOSYNTH-RXN	0.477121255	0	0.301029996	0.301029996	0	0.77815125	0.477121255
RXN0-5268	0	0.477121255	0	0	0.301029996	0.301029996	0
RXN-37	0.903089987	1.278753601	0.602059991	0.602059991	1.255272505	1.176091259	1.204119983
1.1.1.51-RXN	0.477121255	0.477121255	0	0	0	0.301029996	0.301029996
RXN0-1134	0.84509804	1	0.698970004	0.84509804	0.477121255	0.698970004	0.84509804
RXN66-362	0.477121255	0.301029996	0.301029996	0	0	0	0
1.14.12.1-RXN	0	0	0	0	0.301029996	0	0
SULFATE-ADENYLYLTRANS-RXN	0	0.602059991	0.602059991	0.602059991	0.477121255	0.602059991	0.84509804
ACETOLACTSYN-RXN	0.954242509	1	1.079181246	0.698970004	1.146128036	1.113943352	0.954242509
RXN-12423	0	0	0.301029996	0	0	0	0
GKI-RXN	0.477121255	0.301029996	0	0	0	0.602059991	0
COBALAMINSYN-RXN	0	0.301029996	0	0	0.301029996	0.301029996	0.301029996
RXN0-4621	0.602059991	0.477121255	0	0	0.301029996	0.477121255	0.301029996
RXN1-42	0	0	0.301029996	0	0	0	0
ADENYL-KIN-RXN	0.477121255	0.477121255	0	0.602059991	0.477121255	0.477121255	0.602059991
THREONINE-ALDOLASE-RXN	0.301029996	0.602059991	0.301029996	0.602059991	0.301029996	0.477121255	0.477121255
LIPIDADISACCHARIDESYNTH-RXN	0	0.477121255	0	0	0	0.301029996	0
PROLINE--TRNA-LIGASE-RXN	0.602059991	0.698970004	0.477121255	0.477121255	0.301029996	0.954242509	0.477121255
RXN-9988	0	0	0	0.301029996	0	0	0.477121255
PYRROLINECARBREDUCT-RXN	0.477121255	0.301029996	0.477121255	0	0.301029996	0.477121255	0.477121255
RXN-10462	0	0.301029996	0	0.301029996	0.301029996	0.477121255	0
CARBPSYN-RXN	0.301029996	1	1	0.954242509	1.113943352	1.322219295	1.255272505
PHOSPHASERDECARB-RXN	0.477121255	0.477121255	0.477121255	0.301029996	0.477121255	0.301029996	0.477121255
GLUTKIN-RXN	0.301029996	0	0.301029996	0.77815125	0.477121255	0.84509804	0.602059991
FADSYN-RXN	0.301029996	0	0.301029996	0.477121255	0	0	0.301029996
RXN-3142	0	0	0	0	0.301029996	0	0
PRAISOM-RXN	0.301029996	0	0	0	0.301029996	0.301029996	0
SERINE--GLYOXYLATE-AMINOTRANSFERASE-RXN	0.477121255	0.477121255	0	0	0.301029996	0	0
XYLULOKIN-RXN	0	0.477121255	0	0.301029996	0.301029996	0.301029996	0
CYSTEINE--TRNA-LIGASE-RXN	0.301029996	0.301029996	0.477121255	0.301029996	0.77815125	0.77815125	0.301029996
RXN-12626	0	0	0	0	0	0.477121255	0
OHACYL-COA-DEHYDROG-RXN	0.903089987	1.079181246	0.77815125	0.602059991	1	1.176091259	0.954242509
3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN	0.301029996	0.77815125	0.477121255	0.698970004	0.698970004	0.698970004	0.77815125
METHYLASPARTATE-MUTASE-RXN	0	0	0	0.301029996	0	0.698970004	0
OROPRIBTRANS-RXN	0	0.301029996	0.301029996	0.301029996	0.602059991	0.301029996	0.301029996
HOMOCYSMET-RXN	0.602059991	0.301029996	0	0.903089987	0.84509804	1.204119983	0.698970004
VALINE--TRNA-LIGASE-RXN	0.602059991	0.84509804	0.477121255	0.698970004	0.84509804	0.903089987	1.041392685
RXN0-6377	0.477121255	0	0.301029996	0.301029996	0	0	0
RXN-11717	0.77815125	0.84509804	0.84509804	0.477121255	0.84509804	0.698970004	0.84509804
TRANSALDOL-RXN	0.602059991	1	0.301029996	0.602059991	0.602059991	0.602059991	0.602059991
2.5.1.39-RXN	0	0.477121255	0.301029996	0	0	0.301029996	0.301029996
3-HYDROXY-KYNURENINASE-RXN	0.301029996	0.477121255	0	0	0.477121255	0.477121255	0.301029996
RXN0-2301	0.477121255	0.301029996	0	0	0.477121255	0	0
FORMATE-DEHYDROGENASE-NADP+-RXN	0.77815125	0.698970004	0.301029996	0.903089987	1.176091259	1.146128036	0.84509804
ASPARAGINE--TRNA-LIGASE-RXN	0	0.477121255	0.301029996	0	0.602059991	0.477121255	0.301029996
UDP-NACMURALGLDAPAALIG-RXN	0	0.477121255	0	0	0.602059991	0	0.301029996
RXN-8775	0	0	0	0	0.301029996	0	0
RXN-7968	0	0.301029996	0.301029996	0.301029996	0	0	0.77815125
LYSINE-23-AMINOMUTASE-RXN	0	0	0	0.301029996	0.477121255	0.477121255	0.301029996
GLUTATHIONE-REDUCT-NADPH-RXN	0.477121255	0	0	0	0	0.602059991	0.477121255
2.1.1.137-RXN	0	0	0	0.301029996	0	0	0
RXN0-882	0.301029996	0	0.301029996	0.698970004	0.954242509	0.477121255	0.77815125
NAD-SYNTH-NH3-RXN	0.602059991	0.77815125	0.77815125	0.77815125	0.954242509	0.84509804	0.477121255
PYRUVDEH-RXN	0.77815125	0.954242509	0.602059991	0.602059991	0.301029996	0.698970004	0.77815125
MALATE-DEH-RXN	0	0	0	0	0	0	0.301029996
RXN-10670	0	0	0	0.301029996	0	0	0.301029996
DTMPKI-RXN	0.477121255	0	0.477121255	0.477121255	0	0	0.698970004
4.2.1.99-RXN	0.477121255	0	0	0	0	0.301029996	0
RXN0-724	0	0	0	0	0	0	0.477121255
DAPASYN-RXN	0	0.477121255	0.602059991	0.602059991	0.477121255	1	0.698970004
UDP-NACMURALA-GLU-LIG-RXN	0.477121255	0.602059991	0.301029996	0.477121255	0	0.301029996	0.698970004
PEPCARBOXYKIN-RXN	0.698970004	0.77815125	0.602059991	0.477121255	0.698970004	0.77815125	0.84509804
ORNITHINE-GLU-AMINOTRANSFORASE-RXN	0	0	0	0	0	0	0.477121255
RXN-7716	0.903089987	0.903089987	0.602059991	0	0	0	0.903089987
R23-RXN	1	0.698970004	0.602059991	0.301029996	0.698970004	0.602059991	0.77815125
MALATE--COA-LIGASE-RXN	0.477121255	0.698970004	0.602059991	0.477121255	0.84509804	0.84509804	0.477121255
MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN	0	0	0	0	0.602059991	0	0.477121255
SERINE-O-ACETTRAN-RXN	0.477121255	0.77815125	0.477121255	0.301029996	0.477121255	0.698970004	0.477121255
HYPOXANPRIBOSYLTRAN-RXN	0.602059991	0	0	0	0.477121255	0	0.602059991
THREONINE--TRNA-LIGASE-RXN	0.602059991	0.301029996	0.602059991	0.477121255	0.77815125	0.301029996	0.954242509
3.1.6.4-RXN	0.477121255	0.698970004	0.301029996	0.84509804	0.698970004	0.84509804	0.698970004
GLUTDEHYD-RXN	1.278753601	1.176091259	1	1.146128036	0.84509804	1.113943352	1.146128036
ASNSYNB-RXN	0.477121255	0.301029996	0	0.301029996	0.84509804	0.698970004	0.84509804
ENOYL-COA-HYDRAT-RXN	1.230448921	1.342422681	1.079181246	0.954242509	1.146128036	1.204119983	1.278753601
LEUCINE--TRNA-LIGASE-RXN	1	0.698970004	0.477121255	1.079181246	0.477121255	1.146128036	0.954242509
ALDOSE1EPIM-RXN	0.477121255	0.301029996	0.301029996	0.301029996	0	0.301029996	0
PRPPAMIDOTRANS-RXN	0.84509804	0.477121255	0.602059991	0.477121255	0.698970004	0.84509804	0.77815125
3-OXOADIPATE-COA-TRANSFERASE-RXN	0	0	0	0	0	0.602059991	0.698970004
GALACTURIDYLYLTRANS-RXN	0	0	0	0	0	0.301029996	0
RXN0-5390	0.301029996	0.477121255	0.301029996	0	0.301029996	0.301029996	0.301029996
OHMETHYLBILANESYN-RXN	0.602059991	0	0.301029996	0.602059991	0.301029996	0.301029996	0.477121255
SUCCSEMIALDDEHYDROG-RXN	0	0.602059991	0.301029996	0.301029996	0.77815125	0.477121255	0.301029996
RXN-9069	0	0.301029996	0.301029996	0	0	0.301029996	0
R122-RXN	0	0	0	0.301029996	0.301029996	0	0
RXN-9380	0	0	0	0	0	0	0.301029996
1.97.1.2-RXN	0.477121255	0	0	0	0	0.301029996	0
NADH-DEHYDROG-A-RXN	1.041392685	1.278753601	0.954242509	1.255272505	1.301029996	1.612783857	1.361727836
GLUTDECARBOX-RXN	0.477121255	0.301029996	0.301029996	0.301029996	0	0	0.477121255
GTP-CYCLOHYDRO-I-RXN	0.301029996	0.477121255	0.477121255	0	0.602059991	0.477121255	0.301029996
2.9.1.1-RXN	0	0.301029996	0	0.301029996	0.301029996	0.698970004	0.301029996
GLUCOKIN-RXN	0.301029996	0	0	0.301029996	0	0	0
PRPPSYN-RXN	0.602059991	0.477121255	0.477121255	0.698970004	0.602059991	0	1.041392685
DMK-RXN	0	0.301029996	0	0	0	0.301029996	0
2-ISOPROPYLMALATESYN-RXN	0.77815125	0.301029996	0.602059991	0.84509804	0.301029996	0.903089987	0.77815125
PHENYLALANINE--TRNA-LIGASE-RXN	1.079181246	0.84509804	0.301029996	0.698970004	0.84509804	0.903089987	0.84509804
R310-RXN	0.301029996	0.477121255	0	0	0	0.301029996	0.301029996
KDPGALDOL-RXN	0	0	0	0	0	0	0.301029996
DIHYDROXYMETVALDEHYDRAT-RXN	0.77815125	0.84509804	0.84509804	0.477121255	0.84509804	0.698970004	0.84509804
2-OH-6-OXOHEPTA-2-4-DIENOATE-HYDR-RXN	0.301029996	0	0	0	0	0	0
SARCOSINE-DEHYDROGENASE-RXN	0	0	0.301029996	0.301029996	0	0	0.477121255
RXN-721	0.301029996	0.301029996	0.301029996	0	0.477121255	0	0.301029996
FESO3OXI-RXN	0	0	0	0	0	0	0.301029996
ASPDECARBOX-RXN	0	0	0.301029996	0	0	0	0
GLUCOSAMINE-6-P-DEAMIN-RXN	0	0.602059991	0.301029996	0.477121255	0	0	0
SUCCGLUALDDEHYD-RXN	0.903089987	1.278753601	0.602059991	0.602059991	1.255272505	1.176091259	1.204119983
GUANYL-KIN-RXN	0	0.477121255	0.301029996	0	0.301029996	0.602059991	0.602059991
2.3.1.157-RXN	0.301029996	0.301029996	0	0	0.301029996	0	0
HYDROG-RXN	0	0	0	0.301029996	0	0.477121255	0.301029996
RXN-9524	0.301029996	0	0	0	0	0	0
6.2.1.33-RXN	0	0	0.301029996	0	0	0	0
SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	1	0.84509804	0.698970004	0.477121255	0.77815125	1.113943352	0.84509804
GLUC1PURIDYLTRANS-RXN	0	0	0.301029996	0	0.301029996	0.301029996	0.301029996
ADENYLOSUCCINATE-SYNTHASE-RXN	0.477121255	0.477121255	0.602059991	0.301029996	0.602059991	0.602059991	0.602059991
3-OXOACYL-ACP-SYNTH-RXN	0.954242509	0.602059991	0.602059991	0.602059991	0.77815125	0.903089987	0.954242509
ACETALD-DEHYDROG-RXN	0.903089987	1.278753601	0.602059991	0.602059991	1.255272505	1.204119983	1.230448921
TRYPTOPHAN-AMINOTRANSFERASE-RXN	0.477121255	0	0	0	0	0	0
ASPARTATE--TRNA-LIGASE-RXN	0.77815125	0.477121255	0.477121255	0.84509804	0.602059991	0.84509804	0.301029996
NADPYROPHOSPHAT-RXN	0	0	0.301029996	0	0	0	0.301029996
RXN-10827	0.301029996	0.477121255	0	0	0.477121255	0	0
NAPHTHALENE-12-DIOXYGENASE-RXN	0	0.301029996	0	0	0	0	0
DIAMINOPIMEPIM-RXN	0.301029996	0.301029996	0.602059991	0.301029996	0.301029996	0.602059991	0.602059991
PDXJ-RXN	0	0.301029996	0.301029996	0.301029996	0.477121255	0	0.301029996
RXN-1381	0	0.301029996	0.301029996	0.301029996	0.301029996	0.477121255	0
THYM-PHOSPH-RXN	0.301029996	0.301029996	0	0	0.602059991	0.301029996	0
ADENINE-DEAMINASE-RXN	0.301029996	0	0	0	0.301029996	0	0.477121255
PSII-RXN	0	0.301029996	0	0	0	0	0
RXN-9552	0.301029996	0	0	0	0	0	0
3PGAREARR-RXN	0.602059991	0.84509804	0.903089987	0.77815125	0.477121255	0.903089987	1.041392685
2.4.1.83-RXN	0	0.301029996	0	0	0	0.301029996	0.301029996
IMPCYCLOHYDROLASE-RXN	0	0.301029996	0	0.301029996	0	0.301029996	0
6.2.1.34-RXN	0	0	0.301029996	0	0	0.301029996	0
MALEYLACETOACETATE-ISOMERASE-RXN	0	0	0.301029996	0	0	0	0
HISTPRATPHYD-RXN	0	0.477121255	0.477121255	0	0.301029996	0.301029996	0.477121255
RXN-761	0	0	0.477121255	0	0.301029996	0	0.698970004
LUMAZINESYN-RXN	0	0.301029996	0.301029996	0	0.477121255	0.77815125	0.301029996
6.3.5.6-RXN	0.477121255	0.602059991	0	0.698970004	0.602059991	0.77815125	0.77815125
RXN-821	0	0	0	0.301029996	0	0	0
MYO-INOSITOL-2-DEHYDROGENASE-RXN	0.301029996	0	0	0	0.477121255	0	0.477121255
HYDROGEN-DEHYDROGENASE-RXN	0	0	0	0.301029996	0	0.477121255	0.301029996
UDPKIN-RXN	0.698970004	0.602059991	0.301029996	0.477121255	0.477121255	0.301029996	0.698970004
RXN1G-617	0.301029996	0	0	0	0	0	0
RXN0-2381	0.477121255	0.301029996	0.301029996	0	0.477121255	0.602059991	0.602059991
CHMS-DEHYDROGENASE-RXN	0	0	0	0	0	0.301029996	0.477121255
DTDPGLUCOSEPP-RXN	0.477121255	0.477121255	0.477121255	0	0.602059991	0.477121255	0.477121255
RXN0-6479	0.602059991	0.301029996	0.698970004	0.77815125	0.77815125	0.903089987	0.698970004
DADPKIN-RXN	0.698970004	0.602059991	0.301029996	0.477121255	0.477121255	0.301029996	0.698970004
HYDROXYMETHYLGLUTARYL-COA-SYNTHASE-RXN	0	0	0	0	0.602059991	0.477121255	0
FOLYLPOLYGLUTAMATESYNTH-RXN	0.301029996	0.301029996	0	0	0	0	0.602059991
PYRUFLAVREDUCT-RXN	0.477121255	0.477121255	0	0.602059991	0.301029996	0.477121255	0.698970004
RXN0-5114	0.301029996	0	0.301029996	0.301029996	0.301029996	0.301029996	0.301029996
IGPSYN-RXN	0	0.477121255	0.698970004	0.698970004	0	0.77815125	0.698970004
3-DEHYDROQUINATE-DEHYDRATASE-RXN	0	0.477121255	0.477121255	0.301029996	0.602059991	0.602059991	0.301029996
RXN-12140	0.77815125	0.698970004	0	0	0.301029996	0	0
2.6.1.37-RXN	0	0.301029996	0.301029996	0.301029996	0.301029996	0.301029996	0.301029996
GLUTACONYL-COA-DECARBOXYLASE-RXN	0	0	0.477121255	0	0	0.301029996	0.698970004
GLUTRNAREDUCT-RXN	0	0.301029996	0	0	0	0.698970004	0.602059991
1.20.99.1-RXN	0	0	0	0	0	0.301029996	0
5.1.3.20-RXN	0	0	0	0.301029996	0	0.301029996	0.602059991
5-FORMYL-THF-CYCLO-LIGASE-RXN	0	0.477121255	0.301029996	0	0	0	0.477121255
6PGLUCONOLACT-RXN	0	0	0.301029996	0.301029996	0.477121255	0.301029996	0
RXN0-304	0	0.301029996	0	0	0	0	0
GALACTONDEHYDRAT-RXN	0.301029996	0.477121255	0	0	0	0.602059991	0.602059991
RXN-12134	0.77815125	0.698970004	0	0	0.301029996	0	0
RXN-11085	0	0	0	0	0.301029996	0.477121255	0
OXALYL-COA-DECARBOXYLASE-RXN	0	0	0	0	0.301029996	0	0.301029996
1.13.11.15-RXN	0	0	0	0	0	0.301029996	0
DLACTDEHYDROGFAD-RXN	0.301029996	0	0	0.301029996	0	0	0.301029996
RXN-1623	0	0	0.301029996	0	0.602059991	0.477121255	0
METHYLCROTONYL-COA-CARBOXYLASE-RXN	0.602059991	0.477121255	0.477121255	0	0.301029996	0.477121255	0.477121255
4-HYDROXYPROLINE-EPIMERASE-RXN	0	0	0	0	0.301029996	0.301029996	0.301029996
F16ALDOLASE-RXN	0.301029996	0.301029996	0.477121255	0.301029996	0.84509804	0.602059991	0.477121255
ASPARTATEKIN-RXN	0.602059991	0.301029996	0	0.301029996	0.954242509	0.602059991	0.84509804
FORMATETHFLIG-RXN	0.698970004	0	0	0.301029996	0.477121255	0.77815125	0.602059991
RXN0-4301	0.477121255	0.477121255	0.301029996	0	0.477121255	0	0.477121255
2.7.9.3-RXN	0	0.477121255	0.477121255	0	0.477121255	0.698970004	0.301029996
ALARACECAT-RXN	0.698970004	0.602059991	0	0	0.77815125	0.477121255	0.477121255
RXN-11370	0	0	0	0	0.301029996	0.301029996	0
GLUTSEMIALDEHYDROG-RXN	0.477121255	0.698970004	0.301029996	0.84509804	0.602059991	0	0.477121255
4OHBENZOATE-OCTAPRENYLTRANSFER-RXN	0	0	0	0	0	0.301029996	0
1.21.3.1-RXN	0.301029996	0	0	0	0	0	0.301029996
2.1.1.79-RXN	0.301029996	0.477121255	0.301029996	0	0.602059991	0	0.477121255
MANNONOXIDOREDUCT-RXN	0	0	0	0	0.301029996	0	0
ACETYLGLUTKIN-RXN	0.477121255	0	0	0.602059991	0.698970004	0.602059991	0.477121255
RXN0-4342	0	0	0	0	0	0.301029996	0
KYNURENINASE-RXN	0.301029996	0.477121255	0	0	0.477121255	0.477121255	0.301029996
RXN0-4361	0	0	0	0.301029996	0	0	0
QUINOLINATE-SYNTHA-RXN	0.477121255	0.301029996	0.301029996	0.477121255	0.477121255	0.84509804	0.698970004
TYRAMINOTRANS-RXN	0.477121255	0	0	0	0	0	0
PPENTOMUT-RXN	0	0.301029996	0	0	0	0.301029996	0.301029996
SULFITE-DEHYDROGENASE-RXN	0	0	0	0	0	0	0.301029996
6PGLUCONDEHYDROG-RXN	0	0	0.477121255	0	0	0.602059991	0.477121255
4.2.3.12-RXN	0	0.301029996	0	0.301029996	0.602059991	0.477121255	0
RXN-8023	0.698970004	0	0	0.301029996	0	0	0
METHYLISOCITRATE-LYASE-RXN	0	0	0	0	0	0.301029996	0.477121255
AGMATINE-DEIMINASE-RXN	0	0.602059991	0	0	0	0	0
3.4.11.1-RXN	0.84509804	0.698970004	0	0.84509804	0.602059991	0.84509804	0.698970004
RXN-10655	0.301029996	0	0	0	0	0	0
OROTPDECARB-RXN	0.477121255	0.301029996	0.301029996	0.477121255	0.698970004	0.698970004	0.477121255
GLUTAMIDOTRANS-RXN	0.77815125	0.77815125	0.477121255	0.301029996	0	0.698970004	0.698970004
3-HYDROXYISOBUTYRYL-COA-HYDROLASE-RXN	0	0	0.301029996	0	0	0	0
RXN-8079	0.301029996	0.301029996	0.301029996	0	0	0.301029996	0.477121255
RXN0-1461	0.698970004	0.602059991	0.301029996	0.602059991	0.698970004	0.77815125	0.477121255
TETHYDPICSUCC-RXN	0.301029996	0	0.301029996	0	0	0	0.602059991
CARVEOL-DEHYDROGENASE-RXN	0	0	0	0	0	0	0.301029996
HOMOGENTISATE-12-DIOXYGENASE-RXN	0	0.301029996	0.301029996	0.301029996	0	0.477121255	0.301029996
THREODEHYD-RXN	0.301029996	0.477121255	0	0.301029996	0.301029996	0.301029996	0
3.5.2.14-RXN	0.301029996	0.477121255	0	0.301029996	0.602059991	0.698970004	0.698970004
DIMETHUROPORDEHYDROG-RXN	0	0	0	0	0	0.301029996	0
RXN-10063	0.301029996	0.477121255	0.301029996	0	0.477121255	0.301029996	0
ACETATE--COA-LIGASE-ADP-FORMING-RXN	0.477121255	0.698970004	0	0.698970004	0.84509804	0.954242509	0.903089987
ACETYL-COA-ACETYLTRANSFER-RXN	1.146128036	0.84509804	0.954242509	0.84509804	1.176091259	1.255272505	1.342422681
GUANINE-DEAMINASE-RXN	0.301029996	0	0	0	0	0	0
3.5.99.5-RXN	0	0	0	0	0.477121255	0	0
RXN3O-127	0	0	0	0	0.477121255	0	0
GCVT-RXN	1	0	0	0.602059991	0.602059991	0.84509804	0.77815125
TETRAACYLDISACC4KIN-RXN	0	0.301029996	0	0.301029996	0.301029996	0.602059991	0.301029996
MERCURY-II-REDUCTASE-RXN	0.301029996	0	0	0	0.301029996	0	0
1.2.1.25-RXN	0	0	0	0.602059991	0.301029996	0.301029996	0.602059991
RXN-2902	0.698970004	0	0.301029996	0.477121255	0.602059991	0.77815125	0.301029996
RXN-9532	0.301029996	0	0	0	0	0	0
XYLISOM-RXN	0.301029996	0	0	0.77815125	0.954242509	0.602059991	0.698970004
2.7.1.148-RXN	0	0	0	0	0.301029996	0	0.301029996
GALACTOKIN-RXN	0	0	0	0	0	0.301029996	0
RXN1G-260	0.301029996	0	0	0	0	0	0
R229-RXN	0.477121255	0	0	0	0.301029996	0	0
RXN-2006	0.477121255	0	0	0.301029996	0	0.301029996	0.602059991
RXN-34	0	0	0	0.301029996	0	0.301029996	0.301029996
RXN1G-717	0.301029996	0	0	0	0	0	0
RXN-2962	0	0.301029996	0	0	0	0	0.301029996
RXN-9990	0	0	0	0	0.301029996	0.477121255	0
2.3.1.180-RXN	0.954242509	0.477121255	0.602059991	0.301029996	0.698970004	0.698970004	0.903089987
MALEYLPYRUVATE-ISOMERASE-RXN	0	0	0	0	0	0	0.301029996
2.5.1.45-RXN	0	0	0	0	0	0	0.301029996
THYKI-RXN	0.301029996	0	0.301029996	0	0	0	0.301029996
PABASYN-RXN	1.204119983	0.477121255	0.77815125	0.698970004	0.477121255	1	1.041392685
RXN0-5388	0	0	0	0	0	0.477121255	0
HISTALDEHYD-RXN	0.698970004	0.477121255	0.301029996	0.903089987	0.477121255	0.602059991	0.602059991
FERREDOXIN--NITRITE-REDUCTASE-RXN	0	0	0	0	0	0	0.301029996
RXN-6161	0	0.477121255	0.301029996	0	0.301029996	0	0
FORMIMINOGLUTAMATE-DEIMINASE-RXN	0	0.602059991	0	0.477121255	0	0	0.301029996
VALINE-PYRUVATE-AMINOTRANSFER-RXN	0	0	0	0	0.301029996	0	0.477121255
PHENYLALANINE-AMMONIA-LYASE-RXN	0	0	0	0	0	0	0.301029996
RXN-7733	0	0	0.301029996	0	0	0.301029996	0
KDO-8PPHOSPHAT-RXN	0	0	0.301029996	0	0	0	0.477121255
1.13.11.6-RXN	0	0	0	0	0.477121255	0.301029996	0
RXN0-1321	0.477121255	0.301029996	0.301029996	0.77815125	0.602059991	0.602059991	0.477121255
RXN1G-364	0.301029996	0	0	0	0	0	0
THI-P-KIN-RXN	0	0.301029996	0.301029996	0	0.477121255	0.477121255	0
RXN-2043	0.301029996	0	0	0.301029996	0.477121255	0	0.477121255
THIOSULFATE-SULFURTRANSFERASE-RXN	0	0.301029996	0	0	0.301029996	0.301029996	0.602059991
DAHPSYN-RXN	0.903089987	0.698970004	0.698970004	0.903089987	0.77815125	0.903089987	0.954242509
TAURINE-AMINOTRANSFERASE-RXN	0	0	0	0.301029996	0.301029996	0.477121255	0.301029996
ENOYL-ACP-REDUCT-NADPH-RXN	0	0	0.301029996	0	0	0.301029996	0.301029996
UDPGLUCEPIM-RXN	0.602059991	0.477121255	0.477121255	0.301029996	0.698970004	0.903089987	0.84509804
DETHIOBIOTIN-SYN-RXN	0	0	0	0	0.301029996	0	0
HEMN-RXN	0.698970004	0.77815125	0.301029996	0.602059991	0.77815125	0.77815125	0.477121255
RXN-11781	0	0.301029996	0	0	0.301029996	0	0
GUANPRIBOSYLTRAN-RXN	0.602059991	0.301029996	0.301029996	0.301029996	0.477121255	0.301029996	0.602059991
1.18.1.2-RXN	0.602059991	0	0	0	0.301029996	0.301029996	0.698970004
LAUROYLACYLTRAN-RXN	0.301029996	0.477121255	0	0	0	0.301029996	0
GCVP-RXN	0.301029996	0	0.477121255	0.301029996	0.301029996	0.301029996	0.77815125
GENTISATE-12-DIOXYGENASE-RXN	0	0	0.301029996	0	0	0	0.301029996
2.1.1.103-RXN	0	0	0	0	0	0	0.301029996
RXN1G-409	0.301029996	0	0	0	0	0	0
MHPELY-RXN	0	0	0	0.301029996	0	0	0
3.1.27.9-RXN	0	0	0	0.301029996	0	0	0
RXN0-5061	0	0	0	0	0	0.477121255	0
RXN-7566	0.301029996	0	0	0.301029996	0	0	0
